company_name,job_description,job_link,job_location,job_posted,job_salary,job_title,posted_website
SYNITI,"Through a combination of unique data expertise, services, and intelligent software leveraging artificial intelligence and machine learning, we help clients…",https://www.workopolis.com/job/gKIt7Il15KPjfagrZq4ESq3GDDBunKk8c8UaaFyLqeUM0NGHjL0heg?q=machine+learning,"Toronto, ON",N/A,N/A,"Sr. Consultant, SAP",www.workopolis.com
Scotiabank,"Experience with testing Automated Banking Machines. Our work from home social channel offers weekly virtual yoga, social events, learning opportunities, and…",https://www.workopolis.com/job/2ZC7QWWLuTK2h0nzuceOOZ0M3wtV1duQQEqZnqrA2bcwI9ABIblN4g?q=machine+learning,"Toronto, ON",N/A,N/A,"Quality Assurance Analyst, Digital Factory",www.workopolis.com
Credit Sesame,"Headquartered in the Bay Area with presence across the US and Canada and growing globally, Credit Sesame is helping consumers' cash work for their credit and…",https://www.workopolis.com/job/mHSD-6kZ0z8zs8m7Wk1SnLh17z5Xh2BbLteg6iY95kxpZ_Q23iuhpA?q=machine+learning,"Toronto, ON",N/A,N/A,Bilingual Call Centre Specialist,www.workopolis.com
National Research Council Canada,"Digital Technologies (e.g., Software Engineering/Development, Artificial Intelligence, Machine Learning, Big Data, Internet of Things, Cybersecurity,…",https://www.workopolis.com/job/6xaghjn6vJX_FtjInzlaRD2x1bFqzm8YhRJvns--3erC_q8CZJj_DQ?q=machine+learning,"Toronto, ON",N/A,N/A,Industrial Technology Advisor,www.workopolis.com
Pinterest,Hands-on experience on large scale machine learning systems (full ML stack from modelling to deployment at scale.). 3+ years of industry experience.,https://www.workopolis.com/job/KOyG6igER9m50A9ZHbe-EFqSEOk7jUeU31phXWYrJT9TTSyUf-VTPQ?q=machine+learning,"Toronto, ON",N/A,N/A,"Machine Learning Engineer, Shopping Content Mining",www.workopolis.com
Avanade,Experience preparing data for Data Science and Machine Learning. Do you love making sure that information is accessible and easy to use?,https://www.workopolis.com/job/Iqotu3XxhT26wSmTuw2OJVUbehbxI3dq39T9wQNZwmz2fJ4MMuRmqw?q=machine+learning,"Toronto, ON",N/A,N/A,"Consultant, Data Engineer - Toronto",www.workopolis.com
Pariveda Solutions,"Data Driven solutions, IoT, Machine Learning, CI/CD in DevOps, and more. Actively represent our culture by leading and participating in efforts around…",https://www.workopolis.com/job/b9s5tBuWfdj5EOeqJiMSqkRpWxu_7Rn27inxvE1yy-FMWo8Or43Pkw?q=machine+learning,"Toronto, ON",N/A,N/A,"Solutions Architect, Consulting",www.workopolis.com
Accenture,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? We turn ideas into reality.",https://www.workopolis.com/job/72AAFT1TUZuE0PWantQLZ91arDfQazrLiodBG4RT11RNh5mnpE_Xjg?q=machine+learning,"Toronto, ON",8d,N/A,Cloud Data Engineering Consultant,www.workopolis.com
407 ETR,"Clustering, regression models, classification, anomaly detection and other machine learning techniques. The successful candidate will assist in leveraging…",https://www.workopolis.com/job/yZDoTkgJH2plMwbbdZR77xcU-JIDwXDhGYX1MBzH6thSpLDTob3t3Q?q=machine+learning,"Woodbridge, ON",N/A,N/A,Sr Data Scientist,www.workopolis.com
Autodesk,The Product Analytics team at Autodesk is on a mission to revolutionize how architects and engineers use our products by using data analytics and machine…,https://www.workopolis.com/job/7tWDV4KYSpKovmzQuVgMbrY3-yo8bJdTdBGuMEIABfbVPwFUhJbwww?q=machine+learning,"Toronto, ON",N/A,N/A,Technical Product Owner / Scrum Master - Data Analytics,www.workopolis.com
FedEx Express Canada,"Experience preparing data for Data Science and Machine Learning experience preferred. Seek opportunities for learning, development, and growth.",https://www.workopolis.com/job/cpL2CrfOynGK061p8v16YExJHd_iDbztM1jeJufqzfBG3ChJrhNgqw?q=machine+learning,"Mississauga, ON",Today,N/A,Senior Analyst (Quality Process Improvement),www.workopolis.com
Paytm,"We apply big data, artificial intelligence and machine learning to bring the next generation of financial products and services to the Indian, Japanese and…",https://www.workopolis.com/job/HveeCMIp31-pKb5qM_bX-UaX3c9YhbkIqfNcUNdd4FJZcV7hPZz1Lw?q=machine+learning,"Toronto, ON",N/A,N/A,Software Engineer - Java,www.workopolis.com
Centro,Experience and/or proficient understanding of Machine Learning frameworks. Are you ready to transform an industry? WHAT YOU BRING TO THE TABLE.,https://www.workopolis.com/job/GBasXiVq0plx1eSv7iOHfw1Q3mcOYLf50K30OqLjr8O2pEY6Vn6e0w?q=machine+learning,"Toronto, ON",N/A,N/A,Technical Product Manager,www.workopolis.com
Manulife,"Predictive analytics and machine learning experience (scikit-learn, Tensorflow, MLlib, recommendation systems) preferred. We’re transforming and we need you.",https://www.workopolis.com/job/LiD_-N4ZUNTIj94xnpJMZNbwQ8Whb5TzmcSR3qPo8spuOveAUeM61g?q=machine+learning,"Toronto, ON",N/A,N/A,Senior Data Engineer,www.workopolis.com
Pinterest,"Familiarity with information extraction techniques for web-pages and free-texts, Experience working with shopping data is a plus, Experience building internal…",https://www.workopolis.com/job/snhrDo-J2rhyCE9vB1dea9tvY1AwPawIno6acPAdju3AsTFlRZLKTQ?q=machine+learning,"Toronto, ON",N/A,N/A,"Senior Software Engineer, Shopping Content Mining",www.workopolis.com
Scotiabank,"We also foster an environment of innovation and continuous learning. Our location has a lunch room with TV screens, fridges, microwaves & vending machines.",https://www.workopolis.com/job/siWrg1wZfT1giv90zkRskRUSk_P79GqNFrQFMtJZ5RClKCKoy_2mRA?q=machine+learning,"Toronto, ON",N/A,N/A,"Director, Data & Voice Preservation Technology",www.workopolis.com
BenchSci,"Machine learning, information retrieval, or distributed systems. Domain expertise in either machine learning, distributed systems, data engineering, or cloud…",https://www.workopolis.com/job/b8PF4ABhoKrddCCWM_LDdnWsPfpo7Cpnu54dtd32EK8kwfWosE4-QA?q=machine+learning,"Toronto, ON",N/A,N/A,Staff Engineer - Data,www.workopolis.com
Samsung Electronics,"Including free Starbucks coffee/latte machine. Access to Samsung U for 24/7 online learning. At Samsung Electronics Canada, we take pride in the creativity and…",https://www.workopolis.com/job/9dvbXy1d80JVs5DvYGCsmGoWtvObyQoLCBoTibi_BnXi05RgsPeELg?q=machine+learning,"Greater Toronto Area, ON",12d,N/A,"Manager, National Accounts",www.workopolis.com
PepsiCo,"We’re looking for the greatest minds in data & analytics, software development, machine learning optimization, and next-generation supply chain.",https://www.workopolis.com/job/tmejQKGJSDiwjW-iCay508QTVpHIXTBo_VagTyXugGuuzJTPlDFtzw?q=machine+learning,"Mississauga, ON",N/A,N/A,eCommerce Front End Engineer,www.workopolis.com
Seneca College of Applied Arts and Technology,"Selecting or approving textbooks and learning materials. Specifying or approving learning approaches, necessary resources, etc.",https://www.workopolis.com/job/p43zA4bxiobnSqiJALO8xOxqUr0Eq3nojX_g4BbPJSbHwCeZRX1kAw?q=machine+learning,"Toronto, ON",N/A,N/A,Professor,www.workopolis.com
Easton Diamond Sports,Experience with Machine Learning languages is a plus. We're interested in learning more about you and appreciate you taking the time to apply online at www…,https://www.workopolis.com/job/UESlo9rsCIScO3IhFzVly6jFY5lQVK28XQodaqCbGYVYZahPFgWIkA?q=machine+learning,"Mississauga, ON",N/A,N/A,Data Engineer,www.workopolis.com
Revolut,"You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We want everyone at Revolut to own their story and their…",https://www.workopolis.com/job/gELtZCIcsVtiAESWaho717hx0d88jl00DtUfxFQfMvJowlM_y9Jr-w?q=machine+learning,"Toronto, ON",N/A,N/A,Head of Risk,www.workopolis.com
Geotab,"Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of…",https://www.workopolis.com/job/YRweR-O-qJGNzyIjursINmmRkvXXs8cQ9cMAte9HPhSkkrFHd-tk8Q?q=machine+learning,"Toronto, ON",N/A,N/A,Software Developer,www.workopolis.com
"AMZN CAN Fulfillment Svcs, ULC","Background in Big Data, non-relational databases, Machine Learning and Data Mining is a plus. You will apply Large-scale computing, Distributed systems, Data…",https://www.workopolis.com/job/tI_P1ypfC3nxt9oaC25nHGTReZjKkYr50QuXE5Bir145MBmf9__5qg?q=machine+learning,"Toronto, ON",N/A,N/A,Data Engineer,www.workopolis.com
Roboeye,"Machine learning, deep learning experience especially with robotics. Translating business requirements into systems and application designs that will achieve…",https://www.workopolis.com/job/uPtlnm5u7GYi9qXy92_ShnIHFFt1GAyfjn4Pn5TIa5n19fc-zUl4bA?q=machine+learning,"Toronto, ON",N/A,N/A,Senior Software Architect,www.workopolis.com
Bluewrist,"Interest in learning and result oriented. Develops and markets industrial automation solutions and products in the areas of robotics and machine vision,…",https://www.workopolis.com/job/Ij75z9v12BCRfV0dG-CEQ3OWvS-MCprUmhLsPKd_jyiOvmW2L_E8sA?q=machine+learning,"Markham, ON",N/A,N/A,Automation Technician,www.workopolis.com
Bluewrist,"Interest in learning and result oriented. Design, deploy and maintain standalone industrial machine vision and point-cloud processing applications.",https://www.workopolis.com/job/okcE2yCYR-X5bg-sE02J-11q5YyOUlXrh_38eWIh-HrdhykXy8v2_A?q=machine+learning,"Markham, ON",N/A,N/A,Computer Vision Software Engineer,www.workopolis.com
AlignTech,"Our digital ecosystem combines the power of technology to create beautiful smiles through the integration of AI and machine learning, digital imaging and…",https://www.workopolis.com/job/CBPX2rzlZYZmEnTWEveeTSvQn6MVNz6eNPR_IaVYhHN-WhkwC0MbHw?q=machine+learning,"Toronto, ON",N/A,N/A,Social Media Manager,www.workopolis.com
Dynatrace,"Not to mention we’re fully automated from the start, providing the most advanced solution leveraging our AI machine learning technology.",https://www.workopolis.com/job/Y4yMfURXU-2kNkLCwNhfLT8XAXL7MLOubnEH1YcsjBGnTz6ytP0NmQ?q=machine+learning,"Toronto, ON",2d,N/A,Enterprise Account Executive (Toronto - Remote Office),www.workopolis.com
Northbay,"NorthBay's intense focus is unparalleled in the areas of Big Data (Data Lakes, Data Platforms, Enterprise Data Warehouse), Database & Application Migrations and…",https://www.workopolis.com/job/3YMxJ3GLewchDth8HIkJANKlHralq7YomHXIbwMvZLeuadn43tKCwQ?q=machine+learning,"Toronto, ON",N/A,N/A,Sr. Big Data Engineer,www.workopolis.com
BASF,Integration of machine learning approaches into production systems. Using state-of-the-art deep learning approaches. What We Look for in You….,https://www.workopolis.com/job/k1zCqoIs_GFS0wkA27rsTWcX-8e7l6okTRVjwzcq1GpVEX_qOSMRrQ?q=machine+learning,"Mississauga, ON",3d,N/A,Senior Knowledge Architect,www.workopolis.com
SickKids,"Background in machine learning, predictive modeling, and data analysis. SickKids is committed to ongoing learning and development, and features a caring and…",https://www.workopolis.com/job/jnm-5N8wR7ZH88VO6XScrksVLuXTCr9Id68i14VkLxUBr32DIeat-A?q=machine+learning,"Toronto, ON",N/A,N/A,Systems Engineer- Artificial Intelligence in Medicine for Kids,www.workopolis.com
TD Bank,AI / Machine Learning knowledge / experience. Layer 6 develops advanced machine learning and deep learning systems that have the power to uplift large…,https://www.workopolis.com/job/zNulM76oGonF3FbXRnH8b0_fZLWhw5Q0WYoyFtbZM3oRYtn_i5_8vQ?q=machine+learning,"Toronto, ON",N/A,N/A,Technical Product Manager,www.workopolis.com
AlignTech,"Our digital ecosystem combines the power of technology to create beautiful smiles through the integration of AI and machine learning, digital imaging and…",https://www.workopolis.com/job/d22TeUXPC5Zu6rWScOjgZcnM7FuLJ6mF4BO4phWBIa3lycA3-kHYfQ?q=machine+learning,"Toronto, ON",N/A,N/A,"Director, Dental Service Organizations",www.workopolis.com
Accenture,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. Cloud Data Consulting Delivery Lead.",https://www.workopolis.com/job/TS9Fu0cJgP5OjLbrEmXA1qjV6DhKOcTv97QelqNoxuXXJ1tpW6cLHQ?q=machine+learning,"Toronto, ON",N/A,N/A,Cloud Data Consulting Delivery Lead,www.workopolis.com
Capgemini,The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.,https://www.workopolis.com/job/hPngikhF7IaX0uWtWVn4ZxY-UNLV3RGhhZ-CCgBgoEfgZSz752XQTg?q=machine+learning,"Toronto, ON",N/A,N/A,Senior Desktop Support Engineer,www.workopolis.com
RepRisk,Cutting edge systems and technology at the interface of machine learning and sustainability; The ESG Account Manager plays a crucial role in the establishment…,https://www.workopolis.com/job/XPkrR_lV7xmKiQfXp5K4DAVbpCIv00c_xsfc-itwdENrSCY-yd-aag?q=machine+learning,"Toronto, ON",N/A,N/A,Account Manager,www.workopolis.com
SOTI Inc.,"5 + years of experience in building machine learning models. Working knowledge of Machine Learning, techniques, algorithms, natural language processing.",https://www.workopolis.com/job/2hy4ecPUijOaSXkPVloE7vNoLiQR4xW-J3Q4h1Prz1F2qn8b4UXKEw?q=machine+learning,"Mississauga, ON",N/A,N/A,AI Architect,www.workopolis.com
Boast Capital,"Experience working with machine learning, information retrieval, natural language processing. Each year the US and Canadian governments give out billions of…",https://www.workopolis.com/job/RrI836siinvZSLJqvM_N3a-Sx8yucJYCVWHfDwmhAP8sURW3lb5tBw?q=machine+learning,"Toronto, ON",N/A,N/A,Full Stack Software Engineer (SaaS platform),www.workopolis.com
BMO Financial Group,"By learning from each other’s differences, we gain strength through our people and our perspectives. Stays abreast of industry technical and business trends…",https://www.workopolis.com/job/eAf2vfJMYj1ixKtMvO01MzOlYwDCQqZBKT9DifgXybDkyertBmjD4A?q=machine+learning,"Toronto, ON",8d,N/A,Technical Specialist - Mainframe,www.workopolis.com
LG Electronics,"You will work to support advanced AI research and aim to optimize iterative development of machine learning algorithms – making the process scalable, more…",https://www.workopolis.com/job/8NiLPWVXMl7xIkNuEkAKjAt85F4_Nz37wnlcP_V3qToiV_S0cMz2Vw?q=machine+learning,"Toronto, ON",N/A,N/A,Senior AI Research Engineer,www.workopolis.com
Johnson & Johnson Family of Companies,"Must have interest and aptitude for working with big data, data science and machine learning. Supply Chain Analytics Intern – Johnson & Johnson Inc.",https://www.workopolis.com/job/ww7PY3nIbUuSPBp7-AdAF6-hSQu33JjKSszWDkxSET1ekq8os6eYrQ?q=machine+learning,"Markham, ON",N/A,N/A,Supply Chain Analytics Intern (Jan 2021),www.workopolis.com
NeuronicWorks,"Knowledge in machine learning is an asset. At NeuronicWorks, we provide hardware, software and system design services to customers planning to have a reliable…",https://www.workopolis.com/job/0fo1aaFx9r9tQbiXBE8xL53CEGnC4sgSgEiavuUPlZOsLPIEaNP4Qg?q=machine+learning,"North York, ON",N/A,N/A,Senior Firmware Designer,www.workopolis.com
Pariveda Solutions,"Data Driven solutions, IoT, Machine Learning, CI/CD in DevOps, and more. Actively represent our culture by leading and participating in efforts around…",https://www.workopolis.com/job/6N4FnLoQoQrBd1PRav0brL-E-EXwPseH1-rB3xaPQ7pWY-h59Bd50Q?q=machine+learning,"Toronto, ON",N/A,N/A,"Manager, Consulting",www.workopolis.com
Splunk,"A constant stream of new things for you to learn including edge AI, embedded machine learning and hardware accelerated AI. 2+ years of QA automation experience.",https://www.workopolis.com/job/0Dd_Ixk6ZeUEui3xl2sEq5ARrT16rAbAlHiHbiZ5jLUi4VGIumvEkQ?q=machine+learning,"Toronto, ON",N/A,N/A,Software Engineer in Test,www.workopolis.com
BenchSci,Collaborate with life scientists and machine learning engineers on how to capture and model additional scientific experiments. A background in Life Science.,https://www.workopolis.com/job/DQTonNqLsRJ0uFWbqoLSKmdodUp3NS1kj1dkmbxJtKCrlk_tfbsTsQ?q=machine+learning,"Toronto, ON",N/A,N/A,Software Engineer - Information Retrieval (IR),www.workopolis.com
RepRisk,Cutting edge systems and technology at the interface of machine learning and sustainability. We leverage AI and machine learning with human intelligence to…,https://www.workopolis.com/job/81v39qJ-IcrOuOEYM2urSrZ1nuH-hhCqg5_1Fcjt4BZ5HwZIggm5_A?q=machine+learning,"Toronto, ON",N/A,N/A,Java Developer,www.workopolis.com
Equifax,Strong understanding or a keen interest in Machine Learning. Grow at your own pace through online courses at Learning @ Equifax.,https://www.workopolis.com/job/QvFfKTNo4_2610BkDW42H6HCYgMPLdIpIirBea_pwV_jJT6EfL8drg?q=machine+learning,"Toronto, ON",N/A,N/A,Technical Cloud Applications Architect,www.workopolis.com
Brandt,"Shows initiative in learning about our products and customers. This position is responsible for performing installations, calibrations, commissioning, service…",https://www.workopolis.com/job/RUiQCJJ9Ykx8JWQQnO_AHvPp0eFDY4cBiMAev9xu62H4mLVtoNJUJg?q=machine+learning,"Mississauga, ON",N/A,N/A,Electronic Field Technician,www.workopolis.com
Accenture,"An AI, machine learning, and statistical programming guru with tons of experience in data engineering architecture. A great day for us?",https://www.workopolis.com/job/AsM1X6gUHuizrsivEK6n-A1r_qh70esuDTgVI-PjJlI7u0K-lZgh4Q?q=machine+learning,"Toronto, ON",N/A,N/A,Azure Data Engineering Manager,www.workopolis.com
Pinterest,"PhD in Machine Learning or related areas, publication on top ML conferences. Experience on large scale machine learning systems (full ML stack from modelling to…",https://www.workopolis.com/job/HAqQBu_GgwbwDw1_30sxT_V2o6ushd7KkMetCcorILdQQXs6h4DTCQ?q=machine+learning,"Toronto, ON",N/A,N/A,"Engineering Manager, Shopping Content Mining",www.workopolis.com
Street Contxt,"This is done by leveraging proprietary, smart data technology and machine learning to match the right client with the right content and resources in order to…",https://www.workopolis.com/job/5YhLUnzj0Lv1-jrBCIJk7tZGPdWsK3SzsWwmOT9DpjnjZ_g1IvOTYQ?q=machine+learning,"Toronto, ON",N/A,N/A,Security Architect,www.workopolis.com
U-Haul,"The work involves moderate risks or discomforts which require special safety precautions, e.g. working around moving parts, machines, fumes, or irritant…",https://www.workopolis.com/job/d3Cg4AxbTBLHHUrv49jhJVmzWbwngSWstTO3MVR03oljJ4deEn-v6g?q=machine+learning,"Toronto, ON",N/A,N/A,Facility Maintenance Technician,www.workopolis.com
Tableau,"Tableau CRM (Einstein Analytics ) combines dynamic, interactive data visualization with the power of machine learning to deliver insights and data-driven…",https://www.workopolis.com/job/9Z0pq6kG9XKuYNL_Cy6rOybCSKhrNfUGhxUTf27eZvtk3wDO6ba58g?q=machine+learning,"Toronto, ON",N/A,N/A,"Enterprise Account Executive, CRM (Einstein Analytics)",www.workopolis.com
Deloitte,"<span style=""font-family:""Calibri"",sans-serif"">Common cloud computing concepts, including virtual machines, virtual networks, autoscaling, serverless computing,…",https://www.workopolis.com/job/n62sYwQKAKr9SAx2V6dceIXl70ab7e-bnKR_ptEp-OKYC9BzCX7wfQ?q=machine+learning,"Toronto, ON",9d,N/A,"Manager, DevOps, Omnia",www.workopolis.com
Arup,Graduate Geotechnical Engineer – Available June 2021. Are you looking for an opportunity to shape a better world? Ability to perform in a deadline environment.,https://www.workopolis.com/job/tNo_6RoyvckHcDV5D7j8gJTtqkcslihfX1Rv87gII9WSvYXynydoYQ?q=machine+learning,"Toronto, ON",N/A,N/A,Graduate Geotechnical Engineer,www.workopolis.com
Uberflip,"Machine Learning experience (such as supervised/unsupervised learning, recommendation systems, reinforcement learning, deep learning, etc.).",https://www.workopolis.com/job/8_DFBwL8o4qOE4SyKQg3s7zbM0NJY6Lf9uGicXFfY_5FUdFnwzcHPQ?q=machine+learning,"Toronto, ON",12d,N/A,Data Science Manager,www.workopolis.com
Capgemini,The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.,https://www.workopolis.com/job/uDiL6gEw-VegDLO1V-tM_Iwk_gXA-ZGNX0MayuPmNyzm5sK_Gsk2JA?q=machine+learning,"Toronto, ON",N/A,N/A,Project Manager,www.workopolis.com
Electrical Safety Authority,"Develop innovative solutions to machine learning problems such as sample selection bias, and supervised learning. The ESA is one of Ontario's leading employers.",https://www.workopolis.com/job/BtpMVJl5RG4zsY-hCP1UYM0o73mn7-NjUOPfgqiLqMTeqvKNNIol8w?q=machine+learning,"Mississauga, ON",Today,N/A,Manager Data Analytics,www.workopolis.com
Scotiabank,"Predictive modelling or machine learning, statistical, and programming skills gained through a graduate degree or advanced training in a quantitative discipline…",https://www.workopolis.com/job/O5ij3CTr6vGeebZtIUI4XyTkOtGzNk--nqZo_8y4BjUi8NpXHiCiXQ?q=machine+learning,"Toronto, ON",N/A,N/A,"Manager, IFRS9 Model Development - One Year Contract",www.workopolis.com
Winterlight Labs,"Our machine learning based technology analyzes both the acoustics and content of speech and language, to help identify disease and quantify its severity.",https://www.workopolis.com/job/yUVZSrHBSpMPl96ClSPa83oxfRaHEz0f0nmd2499iqMu_fMgOjk65g?q=machine+learning,"Toronto, ON",N/A,N/A,Business Development Associate,www.workopolis.com
Appnovation Technologies,"The technology department is focused on delivering software solutions that enable rich consumer experiences, from mobile and web applications to advanced…",https://www.workopolis.com/job/hFYmgBjAmlso-eIB8iW6ftzJ188UnAl9Iiu9Z1E1sNNMvE3sXPaTCg?q=machine+learning,"Toronto, ON",N/A,N/A,Senior Quality Assurance Analyst,www.workopolis.com
Tesla,Provide direction and mentorship to third party machine/automation suppliers and/or Tesla Internal machine building team.,https://www.workopolis.com/job/9yE0Vw81mY84A3KHDd63O_1VOQvAIhO1nk0opFbcW_jl8jlVkI_5Tg?q=machine+learning,"Richmond Hill, ON",N/A,N/A,Controls Engineer - Vision Systems Specialist,www.workopolis.com
Snapchat,Machine learning and natural language processing tools. We believe that reinventing the camera represents our greatest opportunity to improve the way people…,https://www.workopolis.com/job/bqy0VgXvR63k6bVzg7Oj9-7fFHSjaL0iGdU1j5N-3P80UF73ujf_UA?q=machine+learning,"Toronto, ON",N/A,N/A,"Software Engineer, Backend - Bitmoji",www.workopolis.com
"AMZN CAN Fulfillment Svcs, ULC","Big Data, Analytics, Security, DevOps, Application Development, or Machine Learning. You are learning about change management and to ensure that service…",https://www.workopolis.com/job/JZTyPYxgk0Yako9CBxUpFCOm8WlyIEsEcGu4Mj_05u4q2ihW7MUGXw?q=machine+learning,"Toronto, ON",N/A,N/A,Associate Customer Solutions Manager Intern - Summer 2021 (Canada),www.workopolis.com
Compass Digital Labs,"From microservices to big data to machine learning, you’ll work closely with your teammates to tackle the exciting challenges we live to solve.",https://www.workopolis.com/job/TJ4PTd3JgCVpG93kQzxe9aY1MNsG17lRVcgJguYhi49Ne4bFoYDZ6g?q=machine+learning,"Mississauga, ON",N/A,N/A,DevOps Engineer,www.workopolis.com
HOMER,"Knowledge of machine learning, statistics, and data visualization solutions (e.g. Design scalable infrastructure to build, train, and deploy machine learning…",https://www.workopolis.com/job/ZMryeOq5ruXRR4AVfhFVcVx5utMzwxzCYNr8WEZ2EjvgYEHhTLEb8A?q=machine+learning,"Toronto, ON",N/A,N/A,Data Engineer III,www.workopolis.com
AlignTech,"Our digital ecosystem combines the power of technology to create beautiful smiles through the integration of AI and machine learning, digital imaging and…",https://www.workopolis.com/job/UzgF_wdsR0UXnoYv_a46HkALmfOh4LWyDd00tlHcgoCed1PETCYr7w?q=machine+learning,"Toronto, ON",N/A,N/A,Ortho Territory Manager - Toronto Downtown,www.workopolis.com
ASSURANCE,And to pay dynamic bonus rewards generated in real-time by machine learning models during phone sales calls. We built a completely serverless telephony platform…,https://www.workopolis.com/job/JcvIFs-_veaHc8JgXR_jMP2HjCX0BeHbitKXJPJozW6jRAdJIk-MOw?q=machine+learning,"Toronto, ON",N/A,N/A,Senior Software Engineer - Agent Tools,www.workopolis.com
Namaste Technologies,"We have years of data collected on legal cannabis users and by combining machine learning technology with telemedicine apps, we’re monetizing this information.",https://www.workopolis.com/job/vbB7f4krPtRTGLkgMK3js2FFXridnFe9HS2w4w15izHHZ6fFcYMASg?q=machine+learning,"Toronto, ON",N/A,N/A,"Manager, Regulatory and Compliance",www.workopolis.com
Hopper,We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app - one that…,https://www.workopolis.com/job/0zJRyJNigwK7WwMISJ4ANaNOQlLHsVlHp4KwGjTrHujjN8q8tolWTw?q=machine+learning,"Toronto, ON",8d,N/A,Product Manager - Lodging Supply (copy),www.workopolis.com
Paytm,"We apply big data, artificial intelligence and machine learning to bring the next generation of financial products and services to the Indian, Japanese and…",https://www.workopolis.com/job/59OS1RXUWyExKvRsTbtJIyVpiQV4e9mRvxGA0-72gY_4iCYty-KfZw?q=machine+learning,"Toronto, ON",N/A,N/A,UX/UI Designer,www.workopolis.com
Cloudera,"At Cloudera we are helping individuals and organizations change and become more competitive utilizing data, machine learning and other techniques and…",https://www.workopolis.com/job/t9J9MomZ0mLu6l9D3sJ0wxiDBdUYGVVekgXeQxLujeyA6clGe2v8-g?q=machine+learning,"Toronto, ON",N/A,N/A,Named Account Manager,www.workopolis.com
Paytm,"We apply big data, artificial intelligence and machine learning to bring the next generation of financial products and services to the Indian, Japanese and…",https://www.workopolis.com/job/F4Z9R2_nAw7t8eLU-Muk43RdBmieHu0Sj2aR4GtkXr8dUmOP_8dpww?q=machine+learning,"Toronto, ON",N/A,N/A,Site Reliability Engineer,www.workopolis.com
Google,"Experience in one or more areas of computer science, such as Natural Language Understanding, Neural Networks, Computer Vision, Machine Learning, Deep Learning,…",https://www.workopolis.com/job/z9IEv98pULVvwNXkmn7hfvehOmwUN1ldobdYSnjM8dOJLD3UvPOW3A?q=machine+learning,"Toronto, ON",N/A,N/A,"Research Intern, Masters, Summer 2021",www.workopolis.com
Dell Technologies,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",https://www.workopolis.com/job/caIdLlVg1K0UsJl4bAN6F3KaVESVTiNYxDQ8pNiiJQ7r2aEQLNRr-A?q=machine+learning,"Toronto, ON",9d,N/A,5G Power Amplifier Principal Designer,www.workopolis.com
QUESTRADE INC,"✔You have curiosity, continuous learning and an open-minded attitude. ✔Basic workflow design skills – decision diamonds, decision trees, decision tables, state…",https://www.workopolis.com/job/FPDCjkV0yKsx7sxIJUvbvoa-yLzwFeK2LkJkVFl1Toqc78LFEV8wiQ?q=machine+learning,"Toronto, ON",10d,N/A,UX Designer (Intermediate),www.workopolis.com
Dell Technologies,"We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",https://www.workopolis.com/job/B35cV3u1FLr1hMKXnt7Gnb8AiFTFJj28oOaAIiRYMqLPQoctee458Q?q=machine+learning,"Toronto, ON",9d,N/A,5G Software Development Environment Designer,www.workopolis.com
University Health Network,"Transforming lives and communities through excellence in care, discovery and learning. Its 800,000 square feet house 130 inpatient beds, 373,000 square feet of…",https://www.workopolis.com/job/X6IhPUxg210tdYIMmbSOeTI-jKxHNyx_3WUyBS9w6v2MkFEWWKLf7Q?q=machine+learning,"Toronto, ON",2d,N/A,Medical Administrative Assistant II,www.workopolis.com
Revolut,"You thrive in a collaborative space where everyone’s learning from each other, and learning fast. We want everyone at Revolut to own their story and their…",https://www.workopolis.com/job/-yz1H8tIcrGJPZsVDss9qPbO-cb5zK8VxF7rTvwLh9DyVoHEY07JJw?q=machine+learning,"Toronto, ON",N/A,N/A,Senior AML Manager,www.workopolis.com
RepRisk,Cutting edge systems and technology at the interface of machine learning and sustainability. The Partnership Account Manager play an important role in…,https://www.workopolis.com/job/A6EC5sbmtEhqZfk_FRTbu-NgRBNqEv1Y6FTaC2V9LkAaEISHQBAgQQ?q=machine+learning,"Toronto, ON",N/A,N/A,ESG Partnership Account Manager,www.workopolis.com
Adcore,We are leading the way in machine learning and artificial intelligence (“AI”) advertising technologies. Adcore Inc (TSXV:ADCO) is a leading global digital…,https://www.workopolis.com/job/-SWNBnVhKrd9yPgOgNL7QmkH5w3FUmjT5AM6balHNEJNKu-iwvQNnQ?q=machine+learning,"Toronto, ON",N/A,N/A,Investor Relations Manager,www.workopolis.com
